assembly	seeds	size
GCA_009908385.1	62866	2939376
GCA_009930495.1	62866	3204701
GCA_017745015.1	62862	3540359
GCF_013760845.1	62861	3405528
GCA_009845995.1	62858	3263579
GCA_004558205.1	62857	3300405
GCA_015709215.1	62857	3452901
GCA_021741195.1	62857	3380695
GCF_000826125.2	62857	3155666
GCA_007694945.1	62856	3180227
GCA_013178125.1	62856	3478662
GCA_016781635.1	62856	3221105
GCA_913057245.1	62856	3499305
GCA_009923125.1	62855	2906569
GCA_016464795.1	62852	2923699
GCA_903930545.1	62851	3106917
GCA_003171315.1	62847	3286184
GCA_021604785.1	62842	2873401
GCA_910585295.1	62842	3397822
GCF_000942395.1	62841	3421198
GCF_014638005.1	62840	3276474
GCF_014641635.1	62838	3144529
GCA_021797925.1	62837	2759023
GCA_903941145.1	62837	2745766
GCF_000012745.1	62837	2909809
GCA_019694795.1	62836	3449023
GCF_003336705.1	62836	3452504
GCA_004298545.1	62835	3194829
GCA_022793375.1	62835	3422720
GCA_903910445.1	62834	3428816
GCF_003481825.1	62834	3427151
GCF_900142025.1	62833	3413166
GCF_000586475.1	62832	3427960
GCA_902799045.1	62831	2909645
GCF_021728415.1	62830	3278864
GCA_016927515.1	62829	3457392
GCF_012163155.1	62828	3026447
GCA_022865595.1	62827	3089337
GCA_021738385.1	62826	3343149
GCA_002435955.1	62824	3387570
GCA_002746645.1	62824	3020978
GCA_002869895.2	62823	3453425
GCA_007693915.1	62821	3434146
GCA_913058495.1	62821	3404877
GCA_009777005.1	62820	2884613
GCA_019694515.1	62820	3501409
GCF_000420665.1	62818	3400379
GCF_011058315.1	62817	3243462
GCF_014836405.1	62815	2875662
GCF_000975095.1	62814	2790392
GCA_017458125.1	62812	3372008
GCA_904846265.1	62811	3444614
GCA_013112545.1	62810	3265803
GCA_024682575.1	62810	3438912
GCA_007133465.1	62809	2770942
GCA_910579515.1	62809	3424825
GCF_000219875.1	62803	3124048
GCF_003063665.1	62803	2990681
GCA_019459325.1	62802	3073359
GCF_001720465.1	62802	2979257
GCA_021731215.1	62801	3178286
GCA_016787485.1	62800	3414707
GCA_020435415.1	62800	3480923
GCA_013389015.1	62799	2973004
GCA_003132145.1	62797	3165847
GCA_016871195.1	62795	3084019
GCF_014764305.1	62794	3088198
GCA_019314155.1	62793	3568722
GCA_023392515.1	62793	3451465
GCA_007125985.1	62790	3239227
GCF_003148645.1	62790	3155334
GCF_003576245.1	62786	3203764
GCA_945829235.1	62785	3226107
GCF_023370115.1	62785	2748452
GCA_014804425.1	62784	3403615
GCA_021204405.1	62783	3450992
GCF_008630915.1	62781	3373643
GCA_016699615.1	62777	2986948
GCF_003667275.1	62776	3281196
GCF_001753205.1	62774	3436578
GCA_019683805.1	62772	2563727
GCA_004297445.1	62771	3245091
GCA_020435965.1	62771	3265341
GCA_023382435.1	62771	2730398
GCA_003819815.1	62770	2761614
GCA_003567475.1	62769	3058036
GCA_900299255.1	62767	3468983
GCA_003454135.1	62765	3039524
GCA_022571615.1	62765	3198469
GCF_003958635.1	62765	3106580
GCA_016700075.1	62760	3393545
GCF_018866245.1	62759	3420321
GCA_001464545.1	62758	3080578
GCA_021802085.1	62757	3398173
GCF_002159975.1	62757	3346569
GCA_017389705.1	62756	3511218
GCF_022129235.1	62753	3483725
GCA_017552435.1	62752	3502846
GCA_012517645.1	62751	3086450
GCF_014201465.1	62751	3386024
GCA_021155855.1	62749	2828895
GCF_014202575.1	62749	3417124
GCF_021991875.1	62749	3281035
GCA_002348385.1	62747	3341816
GCF_016598775.1	62746	2564181
GCF_900114825.1	62745	3141501
GCA_009840965.1	62744	2690422
GCA_900765525.1	62744	3392849
GCF_015097055.1	62744	3454394
GCA_014652975.1	62743	2786137
GCA_003539755.1	62742	3090074
GCA_913055845.1	62742	3255533
GCA_001602455.1	62740	3387087
GCA_002067975.1	62740	3445118
GCF_014635845.1	62739	3037436
GCA_002067165.1	62738	3488450
GCA_021802685.1	62738	2962640
GCA_022773025.1	62738	3153802
GCA_910584785.1	62738	3439173
GCF_001698205.1	62738	3009495
GCA_022844205.1	62736	3169670
GCA_001799845.1	62735	3089678
GCA_024639825.1	62734	3416960
GCF_024626475.1	62734	3064646
GCF_001010945.1	62731	2887216
GCA_003833075.1	62730	3479799
GCA_016708925.1	62728	3075447
GCF_014207655.1	62728	3510585
GCA_016191085.1	62726	3470763
GCA_913062845.1	62726	3373734
GCA_002331485.1	62725	3410805
GCA_023264315.1	62720	3377697
GCF_009828025.1	62718	3215496
GCF_002895945.1	62717	2847002
GCA_023387585.1	62716	2895822
GCF_000381965.1	62713	3282720
GCA_003552485.1	62711	3434280
GCF_014333425.1	62711	3442329
GCA_903897335.1	62708	3289732
GCF_900156105.1	62708	3309052
GCF_900156285.1	62708	3222148
GCA_023954795.1	62707	3541676
GCA_018336475.1	62705	2581044
GCA_020216625.1	62704	2978421
GCA_002733905.1	62703	3476002
GCA_009841105.1	62700	3050210
GCA_016867955.1	62700	3112902
GCF_000165505.1	62700	3132314
GCA_012270045.1	62698	3356165
GCA_016280395.1	62698	3433696
GCA_015056315.1	62697	3086685
GCA_003451645.1	62695	3464278
GCA_002449765.1	62692	3377531
GCF_002763915.1	62690	2643576
GCA_016190505.1	62689	3230956
GCF_000963945.1	62689	3416768
GCA_007124345.1	62688	2870004
GCF_013409005.1	62688	3104152
GCA_018436595.1	62685	3198789
GCA_022711995.1	62685	3485919
GCF_006517395.1	62685	3366908
GCF_000008485.1	62684	3397754
GCA_003171065.1	62677	3023465
GCA_902776435.1	62676	3447796
GCA_004556545.1	62675	3247545
GCF_016107525.1	62675	3427332
GCA_000158655.1	62674	3478423
GCF_000190635.1	62672	3406739
GCA_017458195.1	62670	3192443
GCA_023428655.1	62670	3489423
GCF_022419185.1	62670	2518756
GCA_913061505.1	62669	3011428
GCA_022340565.1	62668	3324939
GCF_900101605.1	62668	3400374
GCA_002869855.2	62667	3409230
GCA_001880285.1	62661	3074209
GCA_945883805.1	62661	3480678
GCA_902790595.1	62660	3338986
GCA_002825515.1	62658	3487971
GCA_002722255.1	62657	3208965
GCF_023824315.1	62657	3390424
GCA_020201255.1	62656	3383099
GCA_012521105.1	62654	3380541
GCA_016841325.1	62653	3426057
GCF_021568695.1	62651	3324940
GCA_004297845.1	62650	3469785
GCA_002450975.1	62649	3467912
GCA_910587095.1	62649	3445878
GCA_013202595.1	62648	3109446
GCA_017645905.1	62648	3401236
GCA_904420575.1	62648	2961075
GCF_003664125.1	62647	3429284
GCF_900116045.1	62646	2807531
GCF_900114675.1	62645	3323467
GCA_011051655.1	62643	3118796
GCA_011390415.1	62643	3408813
GCF_017368475.1	62643	3468228
GCA_016791005.1	62641	3111616
GCA_019313605.1	62641	3174002
GCA_021796215.1	62641	3374699
GCA_019236975.1	62640	3190071
GCA_002050455.1	62638	3211011
GCA_003144015.1	62637	3192114
GCF_008806375.1	62637	3353968
GCF_023712105.1	62637	3222465
GCA_002307135.1	62636	3402406
GCA_020693165.1	62635	3003612
GCA_902791865.1	62633	3394928
GCA_902778255.1	62632	3509395
GCA_020636995.1	62630	2987356
GCA_007130355.1	62629	2508509
GCF_003640665.1	62629	2949884
GCA_022321325.1	62628	3471208
GCA_003559475.1	62627	3180202
GCA_002323995.1	62626	3541285
GCA_011389895.1	62626	3079675
GCA_016708955.1	62626	3435766
GCF_009937995.1	62626	3435893
GCA_023259235.1	62623	3215536
GCA_945882415.1	62623	3364087
GCA_015657645.1	62621	3007229
GCF_016899855.1	62621	3489559
GCA_000619965.1	62620	2731626
GCA_007124745.1	62619	3314730
GCF_001038425.2	62619	3389443
GCA_008933765.1	62617	3362436
GCA_007129135.1	62613	2698993
GCA_016235045.1	62612	3145614
GCF_007827455.1	62612	3101420
GCF_017876395.1	62610	2742649
GCF_000429525.1	62609	3272318
GCA_016286165.1	62608	3448966
GCA_018399235.1	62608	3466588
GCA_022562935.1	62607	3440378
GCF_003095375.1	62607	3406541
GCA_016214845.1	62606	3445234
GCA_021825225.1	62606	3129124
GCA_023263855.1	62606	3330796
GCA_903911165.1	62606	3137853
GCF_009827325.1	62605	3233171
GCA_024233285.1	62604	3167253
GCA_024699005.1	62604	3405189
GCA_001914535.1	62602	2801595
GCA_002068835.1	62601	2817428
GCA_020523885.1	62600	3394123
GCF_002018365.1	62600	3418391
GCA_002471225.1	62598	3399771
GCA_021812385.1	62597	3292807
GCA_016870595.1	62594	2717219
GCA_002842835.1	62592	2934490
GCA_003250325.1	62592	3403936
GCA_014698015.1	62590	3058426
GCA_024694565.1	62589	3470767
GCA_019084435.1	62587	3403041
GCF_016656965.1	62587	2976716
GCF_900119075.1	62587	3365971
GCA_002396385.1	62586	3474023
GCA_002430925.1	62586	3068612
GCA_021812985.1	62583	3500387
GCA_009918675.1	62582	3463448
GCA_021604765.1	62582	3419945
GCA_023230565.1	62581	3455170
GCA_023265315.1	62580	3164487
GCA_910577345.1	62580	3445198
GCA_016286575.1	62578	3536683
GCA_001443385.1	62577	2876791
GCA_020720965.1	62577	3299754
GCA_913775975.1	62576	2789073
GCA_019348555.1	62575	2755694
GCF_000286955.2	62575	3447496
GCF_000498495.1	62575	3387090
GCA_900314995.1	62574	3476553
GCA_015233585.1	62570	3326350
GCA_022821905.1	62566	2950031
GCA_003142755.1	62565	3018773
GCA_016933955.1	62565	3383155
GCA_003250475.1	62564	3466989
GCA_021106655.1	62564	3375902
GCF_020736705.1	62563	3395670
GCA_013696465.1	62561	3286123
GCA_024762655.1	62561	3438369
GCA_002337605.1	62560	3416246
GCF_003050965.1	62560	3461598
GCA_005883615.1	62558	3061135
GCA_001898465.1	62556	3320024
GCA_003762875.1	62555	3420718
GCA_017412705.1	62555	3422626
GCA_003249165.1	62554	3535423
GCF_024197615.1	62554	3300556
GCA_017881915.1	62553	2924956
GCF_024518835.1	62553	3235113
GCA_018065145.1	62552	3453876
GCF_000025545.1	62550	2985056
GCA_016278285.1	62549	3112701
GCA_020402585.1	62547	2853296
GCA_012522445.1	62545	3119548
GCA_023390415.1	62543	2876311
GCA_016873355.1	62542	2858327
GCA_019239585.1	62542	3569695
GCF_900162685.1	62542	3456498
GCA_012514545.1	62541	2560331
GCA_903908265.1	62541	3396680
GCF_013300725.1	62540	3383815
GCA_003220975.1	62539	2882102
GCA_002362385.1	62538	3419789
GCA_900318115.1	62536	3329193
GCF_003952005.1	62536	2962404
GCA_015232645.1	62534	3385412
GCA_013791955.1	62532	3104178
GCF_023734095.1	62532	3324617
GCA_023436245.1	62530	3367865
GCF_004153685.1	62529	3367176
GCA_017640785.1	62527	3394651
GCF_014769185.1	62526	3449996
GCF_000682775.1	62525	3310973
GCF_003449035.1	62525	3476662
GCA_017432545.1	62522	3400366
GCA_900543885.1	62522	3366873
GCA_021790035.1	62521	3044700
GCF_002090175.1	62518	2731261
GCA_902780305.1	62517	3192987
GCA_902780025.1	62513	3412713
GCA_011772865.1	62512	3264774
GCA_022953095.1	62511	3151676
GCF_003663945.1	62510	3123464
GCA_913062525.1	62509	3511134
GCA_002403305.1	62508	3427989
GCA_020638055.1	62508	3363497
GCA_022563405.1	62507	3251530
GCF_009663395.1	62506	2768215
GCA_017989135.1	62505	3349189
GCA_024655885.1	62505	3440099
GCA_019244945.1	62504	3548398
GCA_020845705.1	62502	2885649
GCA_024710805.1	62497	3253656
GCF_004331175.1	62497	3388270
GCA_001487125.1	62496	3397023
GCA_017395635.1	62496	3338760
GCA_945897435.1	62496	3015826
GCF_009831765.1	62495	3218671
GCA_007121115.1	62494	2963802
GCF_900115105.1	62494	3190947
GCF_001427825.1	62492	2789653
GCA_021640525.1	62490	3498546
GCF_000714715.1	62489	3415676
GCA_005502445.1	62488	2568651
GCA_005881155.1	62487	2796673
GCA_945866505.1	62487	3322261
GCA_017427415.1	62486	3412066
GCA_913009735.1	62484	3427840
GCA_002383485.1	62483	3430571
GCA_007118565.1	62483	2915116
GCA_017510405.1	62483	3271787
GCA_005884945.1	62482	2858987
GCA_017621515.1	62479	3385758
GCA_017399685.1	62477	3245764
GCA_018267135.1	62477	3410587
GCF_009299475.1	62477	2684414
GCA_016933575.1	62476	3466336
GCA_001770165.1	62475	3374422
GCA_019307665.1	62474	3458204
GCF_000422345.1	62474	3435542
GCA_016791205.1	62473	2798421
GCA_016218085.1	62470	3314905
GCA_003646815.1	62467	3465865
GCA_002684935.1	62463	3496503
GCA_011044175.1	62463	3388965
GCA_002686255.1	62462	3159885
GCF_000377785.1	62462	2814898
GCA_016124335.1	62460	2904857
GCF_019308355.1	62459	3109962
GCA_003695215.1	62458	3198081
GCA_022778905.1	62458	3400652
GCF_020166335.1	62458	3317584
GCA_001805085.1	62457	3353072
GCF_000746205.1	62457	2767463
GCA_009776445.1	62456	3528487
GCF_010500215.1	62456	3218800
GCF_020748165.1	62456	3362791
GCA_021736385.1	62455	3232475
GCA_002418985.1	62454	3423753
GCA_021825365.1	62454	3263997
GCA_024693065.1	62452	3477266
GCA_024697785.1	62451	3239635
GCA_913775795.1	62451	2877865
GCF_015209745.1	62451	2854808
GCA_012267425.1	62448	3482037
GCF_900182565.1	62448	3425405
GCA_017481495.1	62447	3231435
GCF_000496575.1	62447	3400546
GCF_013004065.1	62447	3297222
GCA_019695035.1	62446	2907029
GCF_001662485.1	62445	3314516
GCF_001995255.1	62445	2871788
GCA_016215155.1	62444	3433631
GCA_903923465.1	62441	2960267
GCF_004154955.1	62440	3224506
GCA_013821475.1	62438	2723470
GCA_017656255.1	62437	3411620
GCA_018813765.1	62437	3142116
GCA_002490775.1	62435	3356286
GCA_910822395.1	62435	2360996
GCA_021779435.1	62433	3178649
GCA_013349405.1	62432	3430740
GCA_019416425.1	62432	3424575
GCA_024275365.1	62431	3220466
GCA_905479545.1	62431	3499670
GCA_020635655.1	62430	3072430
GCA_902800245.1	62430	3478266
GCA_023249815.1	62429	2903263
GCA_012519845.1	62428	2940788
GCF_016653615.1	62428	3236906
GCA_903848655.1	62427	2950797
GCA_002344135.1	62426	3235383
GCA_002862305.1	62426	2674076
GCA_905479685.1	62426	3196665
GCA_945871875.1	62426	3240133
GCF_005239135.1	62426	2904418
GCA_021531385.1	62425	3459009
GCA_018333835.1	62420	2548767
GCA_003221075.1	62418	3173071
GCA_910584745.1	62416	3279720
GCA_934526015.1	62416	2711739
GCA_900544025.1	62415	3424017
GCA_021809365.1	62413	3365550
GCF_001244995.1	62413	3105129
GCF_001653755.1	62412	3293944
GCF_000355905.1	62403	3311768
GCF_002120225.1	62402	3147654
GCA_019112785.1	62400	3328947
GCA_023146255.1	62399	3196289
GCF_017313105.1	62399	3424164
GCA_019454205.1	62398	3089399
GCF_002161765.1	62397	3432695
GCA_002726615.1	62396	3358496
GCA_018828205.1	62396	2890984
GCA_902763615.1	62396	3464354
GCA_913056335.1	62394	3264720
GCA_903834625.1	62391	3384967
GCF_020166515.1	62391	3453190
GCF_004329715.1	62388	3439486
GCF_900163565.1	62387	2787318
GCA_903884125.1	62385	3369176
GCA_001920875.1	62384	3444861
GCA_023700845.1	62384	2711425
GCA_018402035.1	62383	3029878
GCA_903850735.1	62382	3085583
GCA_913045505.1	62382	3051234
GCA_900543425.1	62377	3390426
GCF_015234355.1	62377	3388464
GCA_002352185.1	62376	3200501
GCA_903889845.1	62376	2886325
GCF_006064855.1	62375	3244919
GCA_016185125.1	62374	3339105
GCA_910588495.1	62374	2851256
GCF_022549495.1	62371	3354887
GCA_024743315.1	62368	3312933
GCF_016653405.1	62367	2857375
GCA_021789755.1	62366	3480456
GCA_016195805.1	62365	2963957
GCF_000585355.1	62365	3287991
GCF_900095305.1	62365	3120648
GCA_011051875.1	62361	3085727
GCA_009840355.1	62359	3278736
GCA_903830945.1	62358	3240842
GCF_023015885.1	62358	3233825
GCF_009363635.1	62357	3203870
GCA_014360655.1	62355	2972389
GCA_945903445.1	62354	3249726
GCA_001898855.1	62352	2404392
GCA_021776475.1	62352	3407938
GCA_021513695.1	62351	3081793
GCA_002371295.1	62350	3452575
GCA_004299555.1	62348	2982324
GCA_016763475.1	62347	3279388
GCF_900142895.1	62347	3110197
GCA_003525665.1	62346	3235512
GCA_001830645.1	62345	3426446
GCA_003566675.1	62345	3387263
GCA_023227965.1	62344	3330567
GCA_902801175.1	62344	3156538
GCA_022763315.1	62341	3074577
GCA_021781835.1	62336	2904139
GCF_005771525.1	62336	3283708
GCA_014529615.1	62333	3414231
GCF_000165795.1	62333	2630170
GCA_902764565.1	62332	3216704
GCF_004346265.1	62332	2586957
GCA_017645305.1	62330	3465384
GCA_905234655.1	62326	3391724
GCF_003287895.1	62326	3297975
GCA_004011035.1	62325	3348710
GCA_010906935.1	62325	3319237
GCA_020435005.1	62324	3388423
GCA_021773975.1	62324	3479184
GCF_020166495.1	62320	3433981
GCA_002162875.1	62319	3417319
GCA_902799905.1	62319	3423316
GCA_903875055.1	62318	3472757
GCA_024640085.1	62317	3193667
GCA_945865315.1	62317	3268232
GCF_003544815.1	62316	2639269
GCF_000023885.1	62315	3165038
GCA_009908505.1	62314	2993038
GCA_001464715.1	62313	3387868
GCA_019347915.1	62312	2699608
GCA_902764875.1	62312	3271097
GCA_018222915.1	62310	3353355
GCA_900299495.1	62310	3409227
GCA_020161475.1	62307	3079284
GCA_003517945.1	62306	3474145
GCA_016776505.1	62306	3330339
GCA_934533075.1	62306	2718614
GCA_910588845.1	62303	3428519
GCF_001683795.1	62303	3157849
GCF_900102365.1	62303	2957106
GCF_003478445.1	62302	3383570
GCF_000403355.2	62301	2955616
GCA_002321305.1	62300	2723985
GCF_001311075.1	62300	3453494
GCF_000442645.1	62299	2833547
GCA_903837345.1	62295	3260470
GCA_913061275.1	62295	3390424
GCA_020443245.1	62294	3316019
GCF_003201565.1	62293	3465753
GCF_003721245.1	62289	3456993
GCA_913055615.1	62288	2998264
GCF_002161445.1	62288	3055655
GCA_013001885.1	62287	3304398
GCF_023715615.1	62285	3423265
GCA_024278655.1	62282	3371927
GCA_016782825.1	62281	2889856
GCF_013868055.1	62281	3397275
GCA_020628475.1	62280	3418312
GCF_003991585.1	62280	3349558
GCA_017500825.1	62278	2916047
GCA_944321165.1	62278	3400970
GCF_902506325.1	62278	3275637
GCA_021295965.1	62276	3230931
GCA_013388985.1	62275	2896965
GCA_002347645.1	62274	2792775
GCA_018223365.1	62272	3371888
GCA_002293525.1	62271	3426008
GCA_003452695.1	62271	3145562
GCA_005879785.1	62271	2928816
GCF_900605015.1	62271	3085620
GCA_021628825.1	62270	3378829
GCA_021768625.1	62270	2920408
GCA_011391255.1	62268	3294249
GCA_016711095.1	62268	2919710
GCA_002631855.1	62266	3332541
GCF_000024425.1	62266	3097457
GCF_002947535.1	62266	3377607
GCF_004405125.1	62266	3424270
GCA_021776415.1	62265	3313478
GCA_024763595.1	62262	3468939
GCA_002392835.1	62258	3154938
GCF_001547995.1	62256	3198265
GCA_000621905.1	62255	3373099
GCA_002840245.1	62255	3465716
GCA_002493905.1	62253	3370113
GCA_002067705.1	62252	3437085
GCA_002409745.1	62252	3434138
GCA_021773095.1	62251	3414417
GCF_900143235.1	62246	2978798
GCF_003691585.1	62245	3398411
GCA_019119975.1	62242	3348457
GCA_021783385.1	62240	2831281
GCA_913055775.1	62240	2713304
GCA_017429205.1	62239	2963262
GCA_022402535.1	62239	3410929
GCA_006226545.1	62237	3450271
GCA_024235415.1	62236	3076468
GCA_024697725.1	62235	3388151
GCA_903875275.1	62235	3235086
GCF_014643915.1	62235	3367179
GCA_003151535.1	62234	3163878
GCA_019455085.1	62233	3478351
GCA_902771445.1	62233	3408619
GCF_018847895.1	62233	3212887
GCA_013152085.1	62232	3379071
GCA_013152275.1	62232	3073497
GCA_018823025.1	62232	3353044
GCA_903904685.1	62232	3226065
GCF_003346815.1	62231	2684688
GCA_001724985.1	62228	2685392
GCA_903903945.1	62228	3483571
GCA_002493085.1	62226	3236275
GCA_018713255.1	62226	3370767
GCA_009774055.1	62225	3206911
GCA_012966015.1	62224	3497798
GCA_002929055.1	62222	3012063
GCA_015494165.1	62222	2480572
GCA_013214985.1	62220	3427937
GCF_016583745.1	62220	3203387
GCA_017432325.1	62219	3335006
GCF_900445255.1	62218	3005083
GCF_900142035.1	62215	3161259
GCF_000374545.1	62213	3475815
GCA_018240245.1	62212	3302250
GCA_014762505.1	62210	2766356
GCA_020402745.1	62209	2866283
GCF_006337085.1	62208	2987884
GCA_022448165.1	62207	3392760
GCA_022571295.1	62204	3240507
GCA_003242525.1	62203	3286156
GCA_902761905.1	62203	3448974
GCA_007127625.1	62201	3042542
GCA_003131365.1	62200	3236667
GCA_011051755.1	62200	3300792
GCA_017302635.1	62200	3099652
GCA_934725575.1	62198	3371859
GCA_022821935.1	62197	3215086
GCA_024709225.1	62197	2903536
GCF_001889045.1	62197	3019213
GCF_008365275.1	62197	2557894
GCF_003480435.1	62196	3382629
GCF_008389435.1	62194	3224501
GCA_900541585.1	62190	3096084
GCA_021107535.1	62189	3414046
GCA_022824405.1	62189	3385173
GCF_009469695.1	62189	3111318
GCF_004331285.1	62187	3387669
GCA_016721735.1	62186	3316408
GCA_021808485.1	62186	3300901
GCF_000766865.1	62186	3436956
GCF_001693275.1	62186	3432101
GCA_017795025.1	62185	3439234
GCA_903939555.1	62185	3021612
GCF_001020985.1	62182	3474226
GCF_002135295.1	62182	3390830
GCA_020723905.1	62180	3293611
GCF_009827335.1	62180	2941591
GCA_902793605.1	62179	3248855
GCA_903873165.1	62179	3457601
GCF_017368815.1	62179	3002881
GCA_016873675.1	62178	3169171
GCA_002772195.1	62176	3391683
GCA_009692115.1	62175	3121474
GCA_003389385.1	62169	3366345
GCA_003508755.1	62168	3471455
GCF_013414345.1	62166	2585348
GCA_902826245.1	62164	3225809
GCF_000970675.1	62164	3392047
GCA_009781475.1	62163	3290141
GCA_012974445.1	62163	3349536
GCA_022824465.1	62163	3265347
GCA_005887685.1	62161	3053379
GCA_019083985.1	62161	3172159
GCF_014652275.1	62161	3418305
GCA_002256925.1	62160	3123818
GCA_021791345.1	62157	2937184
GCA_021731365.1	62156	3409210
GCA_023398855.1	62155	3429297
GCA_004298675.1	62153	3027335
GCF_003534205.1	62151	3406292
GCA_023653025.1	62149	2893135
GCA_020890855.1	62148	3259133
GCA_002407865.1	62147	3406500
GCF_011058205.1	62147	3449117
GCA_022652485.1	62146	3058624
GCA_903928685.1	62146	3380995
GCF_019331715.1	62146	2878004
GCA_009774175.1	62144	3399108
GCA_913056375.1	62144	3523368
GCF_000812865.1	62144	3261282
GCA_002414845.1	62142	3006078
GCA_007693875.1	62141	3366209
GCA_945868215.1	62141	3069887
GCF_000420165.1	62141	2884909
GCF_000374465.1	62140	3364770
GCF_003992675.1	62140	3418902
GCA_016938875.1	62139	2908307
GCF_004116625.1	62139	2828874
GCA_023664735.1	62138	3314180
GCF_022024035.1	62138	3454626
GCA_001897675.1	62137	2906018
GCF_001677335.1	62137	2995154
