assembly	ident	qlen	queries	tool	hits	recall	genome_size
GCF_000195955.2	91	Query length: 2000 bp	66179	COBS	30194	45.62	4411532
GCF_000240185.1	91	Query length: 2000 bp	85289	COBS	36622	42.94	5682322
GCF_001457635.1	91	Query length: 2000 bp	31673	COBS	11107	35.07	2110968
GCF_008632635.1	91	Query length: 2000 bp	59715	COBS	27260	45.65	3980230
GCF_018885085.1	91	Query length: 2000 bp	61450	COBS	26679	43.42	4095894
GCF_022869705.1	91	Query length: 2000 bp	43013	COBS	19907	46.28	2866948
GCF_000005845.2	91	Query length: 2000 bp	69638	LexicMap	69635	99.9957	4641652
GCF_000006765.1	91	Query length: 2000 bp	93974	LexicMap	93971	99.9968	6264404
GCF_000006945.2	91	Query length: 2000 bp	74290	LexicMap	74286	99.9946	4951383
GCF_000013425.1	91	Query length: 2000 bp	42330	LexicMap	42325	99.9882	2821361
GCF_000195955.2	91	Query length: 2000 bp	66179	LexicMap	66175	99.9940	4411532
GCF_000240185.1	91	Query length: 2000 bp	85289	LexicMap	85283	99.9930	5682322
GCF_001457635.1	91	Query length: 2000 bp	31673	LexicMap	31672	99.9968	2110968
GCF_008632635.1	91	Query length: 2000 bp	59715	LexicMap	59708	99.9883	3980230
GCF_018885085.1	91	Query length: 2000 bp	61450	LexicMap	61446	99.9935	4095894
GCF_022869705.1	91	Query length: 2000 bp	43013	LexicMap	43009	99.9907	2866948
GCF_000005845.2	91	Query length: 2000 bp	69638	MMseqs2	69603	99.9497	4641652
GCF_000006765.1	91	Query length: 2000 bp	93974	MMseqs2	93923	99.9457	6264404
GCF_000006945.2	91	Query length: 2000 bp	74290	MMseqs2	74208	99.8896	4951383
GCF_000013425.1	91	Query length: 2000 bp	42330	MMseqs2	42239	99.7850	2821361
GCF_000195955.2	91	Query length: 2000 bp	66179	MMseqs2	66096	99.8746	4411532
GCF_000240185.1	91	Query length: 2000 bp	85289	MMseqs2	85184	99.8769	5682322
GCF_001457635.1	91	Query length: 2000 bp	31673	MMseqs2	31642	99.9021	2110968
GCF_008632635.1	91	Query length: 2000 bp	59715	MMseqs2	59596	99.8007	3980230
GCF_018885085.1	91	Query length: 2000 bp	61450	MMseqs2	61104	99.4369	4095894
GCF_022869705.1	91	Query length: 2000 bp	43013	MMseqs2	43001	99.9721	2866948
GCF_000005845.2	91	Query length: 2000 bp	69638	Minimap2	69636	99.9971	4641652
GCF_000006765.1	91	Query length: 2000 bp	93974	Minimap2	93973	99.9989	6264404
GCF_000006945.2	91	Query length: 2000 bp	74290	Minimap2	74287	99.9960	4951383
GCF_000013425.1	91	Query length: 2000 bp	42330	Minimap2	42326	99.9906	2821361
GCF_000195955.2	91	Query length: 2000 bp	66179	Minimap2	66176	99.9955	4411532
GCF_000240185.1	91	Query length: 2000 bp	85289	Minimap2	85261	99.9672	5682322
GCF_001457635.1	91	Query length: 2000 bp	31673	Minimap2	31673	100.0000	2110968
GCF_008632635.1	91	Query length: 2000 bp	59715	Minimap2	59710	99.9916	3980230
GCF_018885085.1	91	Query length: 2000 bp	61450	Minimap2	61365	99.8617	4095894
GCF_022869705.1	91	Query length: 2000 bp	43013	Minimap2	43010	99.9930	2866948
GCF_000005845.2	91	Query length: 2000 bp	69638	Ropebwt3	69536	99.8535	4641652
GCF_000006765.1	91	Query length: 2000 bp	93974	Ropebwt3	93704	99.7127	6264404
GCF_000006945.2	91	Query length: 2000 bp	74290	Ropebwt3	74020	99.6366	4951383
GCF_000013425.1	91	Query length: 2000 bp	42330	Ropebwt3	42253	99.8181	2821361
GCF_000195955.2	91	Query length: 2000 bp	66179	Ropebwt3	66111	99.8972	4411532
GCF_000240185.1	91	Query length: 2000 bp	85289	Ropebwt3	84899	99.5427	5682322
GCF_001457635.1	91	Query length: 2000 bp	31673	Ropebwt3	31403	99.1475	2110968
GCF_008632635.1	91	Query length: 2000 bp	59715	Ropebwt3	59342	99.3754	3980230
GCF_018885085.1	91	Query length: 2000 bp	61450	Ropebwt3	61101	99.4321	4095894
GCF_022869705.1	91	Query length: 2000 bp	43013	Ropebwt3	42888	99.7094	2866948
GCF_000005845.2	90	Query length: 250 bp	303826	Blastn	216330	71.2019	4641652
GCF_000006765.1	90	Query length: 250 bp	408606	Blastn	291436	71.3245	6264404
GCF_000006945.2	90	Query length: 250 bp	323134	Blastn	230052	71.1940	4951383
GCF_000013425.1	90	Query length: 250 bp	183961	Blastn	129667	70.4861	2821361
GCF_000195955.2	90	Query length: 250 bp	288044	Blastn	203818	70.7593	4411532
GCF_000240185.1	90	Query length: 250 bp	370950	Blastn	264687	71.3538	5682322
GCF_001457635.1	90	Query length: 250 bp	138085	Blastn	97717	70.7658	2110968
GCF_008632635.1	90	Query length: 250 bp	259617	Blastn	183058	70.5108	3980230
GCF_018885085.1	90	Query length: 250 bp	268129	Blastn	181854	67.8233	4095894
GCF_022869705.1	90	Query length: 250 bp	187326	Blastn	130634	69.7362	2866948
GCF_000005845.2	90	Query length: 250 bp	303826	Blastn(ws=15)	303789	99.9878	4641652
GCF_000006765.1	90	Query length: 250 bp	408606	Blastn(ws=15)	408556	99.9878	6264404
GCF_000006945.2	90	Query length: 250 bp	323134	Blastn(ws=15)	323091	99.9867	4951383
GCF_000013425.1	90	Query length: 250 bp	183961	Blastn(ws=15)	183921	99.9783	2821361
GCF_000195955.2	90	Query length: 250 bp	288044	Blastn(ws=15)	287782	99.9090	4411532
GCF_000240185.1	90	Query length: 250 bp	370950	Blastn(ws=15)	370909	99.9889	5682322
GCF_001457635.1	90	Query length: 250 bp	138085	Blastn(ws=15)	138060	99.9819	2110968
GCF_008632635.1	90	Query length: 250 bp	259617	Blastn(ws=15)	259542	99.9711	3980230
GCF_018885085.1	90	Query length: 250 bp	268129	Blastn(ws=15)	267862	99.9004	4095894
GCF_022869705.1	90	Query length: 250 bp	187326	Blastn(ws=15)	187278	99.9744	2866948
GCF_000005845.2	90	Query length: 250 bp	303826	COBS	87600	28.83	4641652
GCF_000006765.1	90	Query length: 250 bp	408606	COBS	126397	30.93	6264404
GCF_000006945.2	90	Query length: 250 bp	323134	COBS	97147	30.06	4951383
GCF_000013425.1	90	Query length: 250 bp	183961	COBS	54301	29.52	2821361
GCF_000195955.2	90	Query length: 250 bp	288044	COBS	86006	29.86	4411532
GCF_000240185.1	90	Query length: 250 bp	370950	COBS	107195	28.90	5682322
GCF_001457635.1	90	Query length: 250 bp	138085	COBS	35642	25.81	2110968
GCF_008632635.1	90	Query length: 250 bp	259617	COBS	77321	29.78	3980230
GCF_018885085.1	90	Query length: 250 bp	268129	COBS	78036	29.10	4095894
GCF_022869705.1	90	Query length: 250 bp	187326	COBS	55953	29.87	2866948
GCF_000005845.2	90	Query length: 250 bp	303826	LexicMap	243489	80.1409	4641652
GCF_000006765.1	90	Query length: 250 bp	408606	LexicMap	325608	79.6875	6264404
GCF_000006945.2	90	Query length: 250 bp	323134	LexicMap	258722	80.0665	4951383
GCF_000013425.1	90	Query length: 250 bp	183961	LexicMap	148431	80.6861	2821361
GCF_000195955.2	90	Query length: 250 bp	288044	LexicMap	230619	80.0638	4411532
GCF_000240185.1	90	Query length: 250 bp	370950	LexicMap	296369	79.8946	5682322
GCF_001457635.1	90	Query length: 250 bp	138085	LexicMap	111624	80.8372	2110968
GCF_008632635.1	90	Query length: 250 bp	259617	LexicMap	209133	80.5544	3980230
GCF_018885085.1	90	Query length: 250 bp	268129	LexicMap	216114	80.6008	4095894
GCF_022869705.1	90	Query length: 250 bp	187326	LexicMap	150974	80.5943	2866948
GCF_000005845.2	90	Query length: 250 bp	303826	MMseqs2	301572	99.2581	4641652
GCF_000006765.1	90	Query length: 250 bp	408606	MMseqs2	404876	99.0871	6264404
GCF_000006945.2	90	Query length: 250 bp	323134	MMseqs2	320343	99.1363	4951383
GCF_000013425.1	90	Query length: 250 bp	183961	MMseqs2	182028	98.9492	2821361
GCF_000195955.2	90	Query length: 250 bp	288044	MMseqs2	283037	98.2617	4411532
GCF_000240185.1	90	Query length: 250 bp	370950	MMseqs2	367692	99.1217	5682322
GCF_001457635.1	90	Query length: 250 bp	138085	MMseqs2	136539	98.8804	2110968
GCF_008632635.1	90	Query length: 250 bp	259617	MMseqs2	256957	98.9754	3980230
GCF_018885085.1	90	Query length: 250 bp	268129	MMseqs2	263679	98.3404	4095894
GCF_022869705.1	90	Query length: 250 bp	187326	MMseqs2	185936	99.2580	2866948
GCF_000005845.2	90	Query length: 250 bp	303826	Minimap2	268718	88.4447	4641652
GCF_000006765.1	90	Query length: 250 bp	408606	Minimap2	361434	88.4554	6264404
GCF_000006945.2	90	Query length: 250 bp	323134	Minimap2	286489	88.6595	4951383
GCF_000013425.1	90	Query length: 250 bp	183961	Minimap2	163294	88.7656	2821361
GCF_000195955.2	90	Query length: 250 bp	288044	Minimap2	254210	88.2539	4411532
GCF_000240185.1	90	Query length: 250 bp	370950	Minimap2	327442	88.2712	5682322
GCF_001457635.1	90	Query length: 250 bp	138085	Minimap2	122196	88.4933	2110968
GCF_008632635.1	90	Query length: 250 bp	259617	Minimap2	230134	88.6437	3980230
GCF_018885085.1	90	Query length: 250 bp	268129	Minimap2	236968	88.3784	4095894
GCF_022869705.1	90	Query length: 250 bp	187326	Minimap2	166339	88.7965	2866948
GCF_000005845.2	90	Query length: 250 bp	303826	Ropebwt3	300014	98.7453	4641652
GCF_000006765.1	90	Query length: 250 bp	408606	Ropebwt3	405972	99.3554	6264404
GCF_000006945.2	90	Query length: 250 bp	323134	Ropebwt3	319949	99.0143	4951383
GCF_000013425.1	90	Query length: 250 bp	183961	Ropebwt3	182505	99.2085	2821361
GCF_000195955.2	90	Query length: 250 bp	288044	Ropebwt3	285274	99.0383	4411532
GCF_000240185.1	90	Query length: 250 bp	370950	Ropebwt3	365224	98.4564	5682322
GCF_001457635.1	90	Query length: 250 bp	138085	Ropebwt3	135748	98.3076	2110968
GCF_008632635.1	90	Query length: 250 bp	259617	Ropebwt3	256532	98.8117	3980230
GCF_018885085.1	90	Query length: 250 bp	268129	Ropebwt3	264269	98.5604	4095894
GCF_022869705.1	90	Query length: 250 bp	187326	Ropebwt3	185396	98.9697	2866948
GCF_000005845.2	90	Query length: 500 bp	147790	Blastn	140068	94.7750	4641652
GCF_000006765.1	90	Query length: 500 bp	199677	Blastn	189435	94.8707	6264404
GCF_000006945.2	90	Query length: 500 bp	158081	Blastn	149788	94.7540	4951383
GCF_000013425.1	90	Query length: 500 bp	89857	Blastn	84895	94.4779	2821361
GCF_000195955.2	90	Query length: 500 bp	141084	Blastn	133342	94.5125	4411532
GCF_000240185.1	90	Query length: 500 bp	181721	Blastn	172303	94.8173	5682322
GCF_001457635.1	90	Query length: 500 bp	67558	Blastn	63947	94.6550	2110968
GCF_008632635.1	90	Query length: 500 bp	127144	Blastn	120101	94.4606	3980230
GCF_018885085.1	90	Query length: 500 bp	130746	Blastn	121370	92.8288	4095894
GCF_022869705.1	90	Query length: 500 bp	91617	Blastn	86306	94.2030	2866948
GCF_000005845.2	90	Query length: 500 bp	147790	Blastn(ws=15)	147768	99.9851	4641652
GCF_000006765.1	90	Query length: 500 bp	199677	Blastn(ws=15)	199664	99.9935	6264404
GCF_000006945.2	90	Query length: 500 bp	158081	Blastn(ws=15)	158067	99.9911	4951383
GCF_000013425.1	90	Query length: 500 bp	89857	Blastn(ws=15)	89847	99.9889	2821361
GCF_000195955.2	90	Query length: 500 bp	141084	Blastn(ws=15)	141062	99.9844	4411532
GCF_000240185.1	90	Query length: 500 bp	181721	Blastn(ws=15)	181698	99.9873	5682322
GCF_001457635.1	90	Query length: 500 bp	67558	Blastn(ws=15)	67545	99.9808	2110968
GCF_008632635.1	90	Query length: 500 bp	127144	Blastn(ws=15)	127124	99.9843	3980230
GCF_018885085.1	90	Query length: 500 bp	130746	Blastn(ws=15)	130710	99.9725	4095894
GCF_022869705.1	90	Query length: 500 bp	91617	Blastn(ws=15)	91592	99.9727	2866948
GCF_000005845.2	90	Query length: 500 bp	147790	COBS	38752	26.22	4641652
GCF_000006765.1	90	Query length: 500 bp	199677	COBS	58335	29.21	6264404
GCF_000006945.2	90	Query length: 500 bp	158081	COBS	43836	27.73	4951383
GCF_000013425.1	90	Query length: 500 bp	89857	COBS	24307	27.05	2821361
GCF_000195955.2	90	Query length: 500 bp	141084	COBS	38951	27.61	4411532
GCF_000240185.1	90	Query length: 500 bp	181721	COBS	47719	26.26	5682322
GCF_001457635.1	90	Query length: 500 bp	67558	COBS	15225	22.54	2110968
GCF_008632635.1	90	Query length: 500 bp	127144	COBS	34940	27.48	3980230
GCF_018885085.1	90	Query length: 500 bp	130746	COBS	34540	26.42	4095894
GCF_022869705.1	90	Query length: 500 bp	91617	COBS	25262	27.57	2866948
GCF_000005845.2	90	Query length: 500 bp	147790	LexicMap	144680	97.8957	4641652
GCF_000006765.1	90	Query length: 500 bp	199677	LexicMap	195320	97.8180	6264404
GCF_000006945.2	90	Query length: 500 bp	158081	LexicMap	154743	97.8884	4951383
GCF_000013425.1	90	Query length: 500 bp	89857	LexicMap	88039	97.9768	2821361
GCF_000195955.2	90	Query length: 500 bp	141084	LexicMap	138092	97.8793	4411532
GCF_000240185.1	90	Query length: 500 bp	181721	LexicMap	177912	97.9039	5682322
GCF_001457635.1	90	Query length: 500 bp	67558	LexicMap	66206	97.9988	2110968
GCF_008632635.1	90	Query length: 500 bp	127144	LexicMap	124507	97.9260	3980230
GCF_018885085.1	90	Query length: 500 bp	130746	LexicMap	127929	97.8454	4095894
GCF_022869705.1	90	Query length: 500 bp	91617	LexicMap	89815	98.0331	2866948
GCF_000005845.2	90	Query length: 500 bp	147790	MMseqs2	147633	99.8938	4641652
GCF_000006765.1	90	Query length: 500 bp	199677	MMseqs2	199383	99.8528	6264404
GCF_000006945.2	90	Query length: 500 bp	158081	MMseqs2	157771	99.8039	4951383
GCF_000013425.1	90	Query length: 500 bp	89857	MMseqs2	89510	99.6138	2821361
GCF_000195955.2	90	Query length: 500 bp	141084	MMseqs2	140426	99.5336	4411532
GCF_000240185.1	90	Query length: 500 bp	181721	MMseqs2	181387	99.8162	5682322
GCF_001457635.1	90	Query length: 500 bp	67558	MMseqs2	67323	99.6522	2110968
GCF_008632635.1	90	Query length: 500 bp	127144	MMseqs2	126668	99.6256	3980230
GCF_018885085.1	90	Query length: 500 bp	130746	MMseqs2	129674	99.1801	4095894
GCF_022869705.1	90	Query length: 500 bp	91617	MMseqs2	91499	99.8712	2866948
GCF_000005845.2	90	Query length: 500 bp	147790	Minimap2	147564	99.8471	4641652
GCF_000006765.1	90	Query length: 500 bp	199677	Minimap2	199605	99.9639	6264404
GCF_000006945.2	90	Query length: 500 bp	158081	Minimap2	157977	99.9342	4951383
GCF_000013425.1	90	Query length: 500 bp	89857	Minimap2	89822	99.9610	2821361
GCF_000195955.2	90	Query length: 500 bp	141084	Minimap2	140738	99.7548	4411532
GCF_000240185.1	90	Query length: 500 bp	181721	Minimap2	181229	99.7293	5682322
GCF_001457635.1	90	Query length: 500 bp	67558	Minimap2	67510	99.9289	2110968
GCF_008632635.1	90	Query length: 500 bp	127144	Minimap2	126920	99.8238	3980230
GCF_018885085.1	90	Query length: 500 bp	130746	Minimap2	129977	99.4118	4095894
GCF_022869705.1	90	Query length: 500 bp	91617	Minimap2	91527	99.9018	2866948
GCF_000005845.2	90	Query length: 500 bp	147790	Ropebwt3	146474	99.1095	4641652
GCF_000006765.1	90	Query length: 500 bp	199677	Ropebwt3	198651	99.4862	6264404
GCF_000006945.2	90	Query length: 500 bp	158081	Ropebwt3	156825	99.2055	4951383
GCF_000013425.1	90	Query length: 500 bp	89857	Ropebwt3	89357	99.4436	2821361
GCF_000195955.2	90	Query length: 500 bp	141084	Ropebwt3	140053	99.2692	4411532
GCF_000240185.1	90	Query length: 500 bp	181721	Ropebwt3	179286	98.6600	5682322
GCF_001457635.1	90	Query length: 500 bp	67558	Ropebwt3	66598	98.5790	2110968
GCF_008632635.1	90	Query length: 500 bp	127144	Ropebwt3	125841	98.9752	3980230
GCF_018885085.1	90	Query length: 500 bp	130746	Ropebwt3	129121	98.7571	4095894
GCF_022869705.1	90	Query length: 500 bp	91617	Ropebwt3	90875	99.1901	2866948
GCF_000005845.2	90	Query length: 1000 bp	46420	Blastn	46346	99.8406	4641652
GCF_000006765.1	90	Query length: 1000 bp	62648	Blastn	62558	99.8563	6264404
GCF_000006945.2	90	Query length: 1000 bp	49515	Blastn	49442	99.8526	4951383
GCF_000013425.1	90	Query length: 1000 bp	28212	Blastn	28145	99.7625	2821361
GCF_000195955.2	90	Query length: 1000 bp	44114	Blastn	43962	99.6554	4411532
GCF_000240185.1	90	Query length: 1000 bp	56823	Blastn	56723	99.8240	5682322
GCF_001457635.1	90	Query length: 1000 bp	21110	Blastn	21070	99.8105	2110968
GCF_008632635.1	90	Query length: 1000 bp	39805	Blastn	39715	99.7739	3980230
GCF_018885085.1	90	Query length: 1000 bp	40958	Blastn	40814	99.6484	4095894
GCF_022869705.1	90	Query length: 1000 bp	28667	Blastn	28600	99.7663	2866948
GCF_000005845.2	90	Query length: 1000 bp	46420	Blastn(ws=15)	46417	99.9935	4641652
GCF_000006765.1	90	Query length: 1000 bp	62648	Blastn(ws=15)	62645	99.9952	6264404
GCF_000006945.2	90	Query length: 1000 bp	49515	Blastn(ws=15)	49511	99.9919	4951383
GCF_000013425.1	90	Query length: 1000 bp	28212	Blastn(ws=15)	28208	99.9858	2821361
GCF_000195955.2	90	Query length: 1000 bp	44114	Blastn(ws=15)	44111	99.9932	4411532
GCF_000240185.1	90	Query length: 1000 bp	56823	Blastn(ws=15)	56816	99.9877	5682322
GCF_001457635.1	90	Query length: 1000 bp	21110	Blastn(ws=15)	21107	99.9858	2110968
GCF_008632635.1	90	Query length: 1000 bp	39805	Blastn(ws=15)	39798	99.9824	3980230
GCF_018885085.1	90	Query length: 1000 bp	40958	Blastn(ws=15)	40952	99.9854	4095894
GCF_022869705.1	90	Query length: 1000 bp	28667	Blastn(ws=15)	28662	99.9826	2866948
GCF_000005845.2	90	Query length: 1000 bp	46420	COBS	10675	23.00	4641652
GCF_000006765.1	90	Query length: 1000 bp	62648	COBS	16786	26.79	6264404
GCF_000006945.2	90	Query length: 1000 bp	49515	COBS	12596	25.44	4951383
GCF_000013425.1	90	Query length: 1000 bp	28212	COBS	6984	24.76	2821361
GCF_000195955.2	90	Query length: 1000 bp	44114	COBS	10956	24.84	4411532
GCF_000240185.1	90	Query length: 1000 bp	56823	COBS	13212	23.25	5682322
GCF_001457635.1	90	Query length: 1000 bp	21110	COBS	3907	18.51	2110968
GCF_008632635.1	90	Query length: 1000 bp	39805	COBS	9688	24.34	3980230
GCF_018885085.1	90	Query length: 1000 bp	40958	COBS	9470	23.12	4095894
GCF_022869705.1	90	Query length: 1000 bp	28667	COBS	7085	24.71	2866948
GCF_000005845.2	90	Query length: 1000 bp	46420	LexicMap	46403	99.9634	4641652
GCF_000006765.1	90	Query length: 1000 bp	62648	LexicMap	62631	99.9729	6264404
GCF_000006945.2	90	Query length: 1000 bp	49515	LexicMap	49507	99.9838	4951383
GCF_000013425.1	90	Query length: 1000 bp	28212	LexicMap	28204	99.9716	2821361
GCF_000195955.2	90	Query length: 1000 bp	44114	LexicMap	44106	99.9819	4411532
GCF_000240185.1	90	Query length: 1000 bp	56823	LexicMap	56804	99.9666	5682322
GCF_001457635.1	90	Query length: 1000 bp	21110	LexicMap	21102	99.9621	2110968
GCF_008632635.1	90	Query length: 1000 bp	39805	LexicMap	39788	99.9573	3980230
GCF_018885085.1	90	Query length: 1000 bp	40958	LexicMap	40942	99.9609	4095894
GCF_022869705.1	90	Query length: 1000 bp	28667	LexicMap	28659	99.9721	2866948
GCF_000005845.2	90	Query length: 1000 bp	46420	MMseqs2	46374	99.9009	4641652
GCF_000006765.1	90	Query length: 1000 bp	62648	MMseqs2	62586	99.9010	6264404
GCF_000006945.2	90	Query length: 1000 bp	49515	MMseqs2	49432	99.8324	4951383
GCF_000013425.1	90	Query length: 1000 bp	28212	MMseqs2	28127	99.6987	2821361
GCF_000195955.2	90	Query length: 1000 bp	44114	MMseqs2	44026	99.8005	4411532
GCF_000240185.1	90	Query length: 1000 bp	56823	MMseqs2	56736	99.8469	5682322
GCF_001457635.1	90	Query length: 1000 bp	21110	MMseqs2	21057	99.7489	2110968
GCF_008632635.1	90	Query length: 1000 bp	39805	MMseqs2	39682	99.6910	3980230
GCF_018885085.1	90	Query length: 1000 bp	40958	MMseqs2	40667	99.2895	4095894
GCF_022869705.1	90	Query length: 1000 bp	28667	MMseqs2	28646	99.9267	2866948
GCF_000005845.2	90	Query length: 1000 bp	46420	Minimap2	46404	99.9655	4641652
GCF_000006765.1	90	Query length: 1000 bp	62648	Minimap2	62645	99.9952	6264404
GCF_000006945.2	90	Query length: 1000 bp	49515	Minimap2	49505	99.9798	4951383
GCF_000013425.1	90	Query length: 1000 bp	28212	Minimap2	28210	99.9929	2821361
GCF_000195955.2	90	Query length: 1000 bp	44114	Minimap2	44057	99.8708	4411532
GCF_000240185.1	90	Query length: 1000 bp	56823	Minimap2	56751	99.8733	5682322
GCF_001457635.1	90	Query length: 1000 bp	21110	Minimap2	21108	99.9905	2110968
GCF_008632635.1	90	Query length: 1000 bp	39805	Minimap2	39792	99.9673	3980230
GCF_018885085.1	90	Query length: 1000 bp	40958	Minimap2	40806	99.6289	4095894
GCF_022869705.1	90	Query length: 1000 bp	28667	Minimap2	28662	99.9826	2866948
GCF_000005845.2	90	Query length: 1000 bp	46420	Ropebwt3	46215	99.5584	4641652
GCF_000006765.1	90	Query length: 1000 bp	62648	Ropebwt3	62416	99.6297	6264404
GCF_000006945.2	90	Query length: 1000 bp	49515	Ropebwt3	49245	99.4547	4951383
GCF_000013425.1	90	Query length: 1000 bp	28212	Ropebwt3	28128	99.7023	2821361
GCF_000195955.2	90	Query length: 1000 bp	44114	Ropebwt3	43988	99.7144	4411532
GCF_000240185.1	90	Query length: 1000 bp	56823	Ropebwt3	56346	99.1606	5682322
GCF_001457635.1	90	Query length: 1000 bp	21110	Ropebwt3	20874	98.8820	2110968
GCF_008632635.1	90	Query length: 1000 bp	39805	Ropebwt3	39481	99.1860	3980230
GCF_018885085.1	90	Query length: 1000 bp	40958	Ropebwt3	40554	99.0136	4095894
GCF_022869705.1	90	Query length: 1000 bp	28667	Ropebwt3	28520	99.4872	2866948
GCF_000005845.2	90	Query length: 2000 bp	69634	Blastn	69624	99.9856	4641652
GCF_000006765.1	90	Query length: 2000 bp	93975	Blastn	93969	99.9936	6264404
GCF_000006945.2	90	Query length: 2000 bp	74283	Blastn	74277	99.9919	4951383
GCF_000013425.1	90	Query length: 2000 bp	42328	Blastn	42321	99.9835	2821361
GCF_000195955.2	90	Query length: 2000 bp	66182	Blastn	66173	99.9864	4411532
GCF_000240185.1	90	Query length: 2000 bp	85293	Blastn	85283	99.9883	5682322
GCF_001457635.1	90	Query length: 2000 bp	31672	Blastn	31667	99.9842	2110968
GCF_008632635.1	90	Query length: 2000 bp	59721	Blastn	59713	99.9866	3980230
